859,101,1059,155,959,128,name
967,303,1182,386,1074,344,iaar
1170,307,1472,370,1321,338,isson
558,324,776,416,667,370,adr
937,546,1160,614,1048,580,pation
779,547,948,608,863,577,occu
875,789,1178,867,1026,828,essor
836,1005,1160,1055,998,1030,ometown
657,1254,963,1308,810,1281,andst
1012,1460,1251,1520,1131,1490,animal
712,1466,995,1522,853,1494,eavorite
1034,1689,1310,1797,1172,1743,sfalic
665,1715,1060,1816,862,1765,pilarims
